PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Age_Missing,Deck
569,0,3,"Williams, Miss. Alice",female,27.97522677114616,0,2,300042,21.8724,,S,0,U
570,0,2,"Anderson, Mr. Joseph",male,46.54465953926092,1,0,405135,28.5438,,S,0,U
571,1,3,"Moore, Miss. Mary",female,53.95905284295507,0,0,191142,16.2832,,C,0,U
572,1,3,"Martin, Mr. William",male,25.27936607092358,0,0,596901,11.633,A21,C,0,A
573,1,2,"Moore, Miss. Emma",female,48.65059482659718,0,1,106707,14.8325,,S,0,U
574,1,3,"Martinez, Miss. Emma",female,28.607194141219725,1,0,383921,11.7814,,S,1,U
575,0,3,"Anderson, Mr. Joseph",male,46.5665333462042,0,0,57003,19.2542,,C,0,U
576,1,3,"Wilson, Mrs. Anna",female,29.751197085336457,0,0,582766,21.0815,,S,0,U
577,0,1,"Wilson, Dr. Joseph",male,16.20727836097713,2,0,417650,70.9107,,S,0,U
578,1,3,"Wilson, Lady. Florence",female,28.607194141219725,0,0,973750,33.2899,,S,1,U
579,1,3,"Thompson, Mrs. Anna",female,32.65039600313914,1,0,439865,13.7392,,S,0,U
580,1,2,"Jackson, Mr. Charles",male,37.47107193516442,5,0,593318,16.5304,,C,0,U
581,1,3,"Taylor, Mrs. Emma",female,28.607194141219725,1,0,718421,24.8054,D48,S,1,D
582,1,3,"Williams, Mrs. Ruth",female,30.51358613477809,1,1,405215,3.3064,,S,0,U
583,1,3,"Brown, Mr. Charles",male,25.40881311625697,0,0,155921,16.8403,C96,S,0,C
584,0,2,"Anderson, Mr. James",male,41.2151334930346,0,2,479655,19.272,,Q,0,U
585,1,3,"Thompson, Mrs. Anna",female,19.88282235670347,1,0,780448,24.5855,,C,0,U
586,1,2,"Harris, Mrs. Florence",female,0.5,0,1,516220,26.0492,,C,0,U
587,1,1,"Wilson, Mrs. Rose",female,29.67248832340482,0,2,849232,90.9551,,S,0,U
588,1,1,"Jones, Miss. Margaret",female,20.79704154595813,1,2,801877,117.1317,,S,0,U
589,0,1,"Thompson, Mr. William",male,21.54165355357804,0,1,683400,31.2209,,Q,0,U
590,1,1,"Thomas, Miss. Margaret",female,28.607194141219725,2,0,518524,132.341,,S,1,U
591,1,1,"Moore, Mr. Henry",male,22.493589667264143,1,0,991819,16.7707,,C,0,U
592,0,3,"Thompson, Mr. William",male,26.303471332078384,1,0,796678,15.868,,S,0,U
593,0,1,"Brown, Dr. George",male,15.141890556039256,1,0,41153,85.7807,,S,0,U
594,1,2,"Taylor, Mr. Henry",male,29.363490334193937,1,0,801644,2.3695,,S,0,U
595,0,3,"Martin, Mr. Joseph",male,36.620839183356935,1,1,144411,13.5515,,C,0,U
596,0,3,"Wilson, Mr. James",male,27.01139009600813,0,0,590526,15.2559,,C,0,U
597,1,3,"Thomas, Miss. Mary",female,19.408810091050896,0,0,422610,7.761,,S,0,U
598,0,1,"Johnson, Mr. William",male,18.700040238289294,1,2,326015,33.3789,,S,0,U
599,1,1,"Garcia, Col. John",male,44.04735869907916,1,0,897104,108.6089,,Q,0,U
600,0,1,"Miller, Mr. William",male,31.70540588084801,0,0,480938,102.1158,,S,0,U
601,0,1,"Miller, Mr. John",male,51.633600376566406,0,1,306751,95.341,,C,0,U
602,1,2,"Jackson, Mr. George",male,61.17037861808818,0,0,62055,20.0884,,S,0,U
603,0,1,"White, Mr. Charles",male,23.416589707754063,0,0,114509,55.6718,,S,0,U
604,0,1,"Davis, Mr. Robert",male,23.99310572337959,2,2,145467,166.79919000000012,,S,0,U
605,1,1,"Harris, Miss. Margaret",female,15.437007099513394,3,2,661666,69.0835,,S,0,U
606,0,3,"Miller, Mr. Arthur",male,28.607194141219725,0,1,418506,6.0791,,S,1,U
607,1,1,"Jones, Mr. John",male,48.56357958665126,0,0,97687,86.7214,,S,0,U
608,0,2,"Wilson, Mr. Henry",male,20.860681221622755,0,1,337222,18.1906,A62,S,0,A
609,1,3,"Miller, Mrs. Emma",female,14.62083016030287,1,0,406907,10.4279,,S,0,U
610,0,3,"Harris, Mr. Edward",male,28.09701794201926,0,0,410686,27.9942,,S,0,U
611,1,1,"White, Mr. Henry",male,38.65352743556824,1,0,931345,27.5126,,C,0,U
612,0,3,"White, Dr. Edward",male,51.132407707707664,0,0,112652,13.2995,,S,0,U
613,1,3,"Davis, Major. Henry",male,28.607194141219725,0,0,335341,4.4986,,S,1,U
614,0,1,"Garcia, Mr. John",male,6.621852666567772,0,0,590061,56.9488,C5,S,0,C
615,0,3,"Miller, Mr. Charles",male,40.4146234763241,0,0,945280,26.8889,,S,0,U
616,1,3,"Thomas, Mr. Arthur",male,28.607194141219725,0,0,529846,15.2516,D28,C,1,D
617,1,1,"Williams, Major. William",male,27.99637968250711,0,1,212668,97.4685,,S,0,U
618,0,2,"Harris, Mr. John",male,41.01843171620259,0,0,915375,10.6052,,C,0,U
619,1,3,"Williams, Mrs. Alice",female,36.26189259782768,1,0,561872,9.603,,S,0,U
620,1,3,"Martinez, Mrs. Alice",female,42.02093609881831,1,0,779189,27.585,F91,S,0,F
621,1,1,"Williams, Mrs. Ruth",female,23.73941704651601,1,0,407516,108.9681,,S,0,U
622,1,1,"Garcia, Miss. Florence",female,0.5,2,0,799770,67.0143,,C,0,U
623,1,2,"Harris, Mr. Arthur",male,39.77649142058683,0,0,72601,24.4061,E12,Q,0,E
624,0,3,"Williams, Rev. George",male,26.458676210839304,0,0,146559,15.1413,,S,0,U
625,0,3,"Taylor, Mr. Charles",male,51.18670789698016,0,2,46282,6.2845,,C,0,U
626,1,2,"Martinez, Mrs. Rose",female,28.607194141219725,1,0,236137,16.3119,,S,1,U
627,0,3,"Anderson, Miss. Emma",female,43.1682049116417,3,0,387591,31.0363,C17,C,0,C
628,0,3,"Anderson, Rev. Robert",male,44.93618123726456,0,0,630086,16.136,,S,0,U
629,1,1,"Jones, Miss. Alice",female,28.607194141219725,0,0,665251,5.5479,,S,1,U
630,1,2,"Martinez, Mr. James",male,26.93355459906531,0,0,905043,25.1021,C17,S,0,C
631,1,3,"Brown, Miss. Rose",female,33.442424270619775,1,0,169876,23.4247,,Q,0,U
632,0,3,"Miller, Mr. James",male,28.607194141219725,0,0,675275,5.765,,C,1,U
633,1,3,"Garcia, Mr. George",male,32.235068771710644,0,2,283302,9.3453,,Q,0,U
634,0,3,"Thomas, Mr. Joseph",male,37.99971742806292,0,0,215229,24.6302,,C,0,U
635,1,1,"Moore, Mr. Henry",male,40.98694217619865,1,0,20547,85.7456,,S,0,U
636,0,2,"Martinez, Mr. Robert",male,38.701305880622456,1,1,360857,18.5712,,Q,0,U
637,0,3,"Brown, Mr. Edward",male,25.342799472115587,0,0,274603,2.3115,F29,Q,0,F
638,1,2,"Thomas, Mrs. Anna",female,3.40524928370289,1,1,956272,30.7057,,S,0,U
639,0,2,"Harris, Mr. James",male,28.25801747651014,0,0,73146,18.1153,,S,0,U
640,0,2,"Garcia, Mr. Robert",male,22.033616928147293,1,0,375721,1.7098,,S,0,U
641,0,1,"Anderson, Mr. Edward",male,22.239268457613367,1,1,978374,5.3681,,Q,0,U
642,1,2,"Miller, Miss. Ruth",female,55.94419242852652,0,1,642049,14.3842,E67,C,0,E
643,1,1,"Jackson, Mr. George",male,19.612232006712773,0,1,375871,30.3579,,C,0,U
644,0,2,"Thompson, Mr. Charles",male,48.08289317464626,1,0,322604,10.8404,,Q,0,U
645,1,1,"Anderson, Mr. Edward",male,14.103466258657622,0,2,92970,166.79919000000012,,C,0,U
646,0,3,"Anderson, Mr. Edward",male,36.83067623103861,1,2,726177,18.6602,,C,0,U
647,1,3,"Wilson, Mrs. Mary",female,32.894631796218064,1,0,179319,7.6188,,S,0,U
648,0,3,"Martin, Mr. Robert",male,52.69717631616719,1,0,549707,10.4854,,S,0,U
649,0,3,"Martin, Dr. Edward",male,20.838373467640796,0,0,569865,12.2841,,S,0,U
650,1,3,"Martin, Mrs. Margaret",female,48.57321460106292,0,5,12921,1.1845,,S,0,U
651,1,1,"Moore, Major. Charles",male,28.36885470314225,0,0,932180,110.7193,,C,0,U
652,0,3,"Jones, Dr. Robert",male,53.30722560936633,0,0,489177,3.3311,,S,0,U
653,1,3,"Wilson, Rev. George",male,17.621781280787246,1,0,452900,21.7756,,S,0,U
654,1,3,"White, Mrs. Margaret",female,28.607194141219725,1,0,154535,24.5322,,S,1,U
655,0,2,"Thomas, Mr. Arthur",male,30.83674972322596,0,0,531317,43.5259,C62,S,0,C
656,1,1,"Martinez, Miss. Anna",female,19.22014789555725,1,0,690834,5.2835,,S,0,U
657,0,2,"Garcia, Mr. Arthur",male,15.806716943041918,0,2,837367,6.291,,S,0,U
658,0,2,"Johnson, Mr. James",male,41.87105042694569,0,0,659822,26.9267,A81,S,0,A
659,1,3,"Miller, Rev. Charles",male,15.497246209825612,3,1,470221,22.4614,F21,S,0,F
660,1,3,"Harris, Mrs. Emma",female,28.607194141219725,4,0,791160,19.4716,,S,1,U
661,1,2,"Jones, Mr. Edward",male,40.5375524140048,0,0,986100,30.7972,,S,0,U
662,0,3,"Wilson, Mrs. Ruth",female,23.559503781161357,2,0,82828,24.0146,E30,S,0,E
663,1,3,"Wilson, Mrs. Ruth",female,39.273509804946215,0,0,657937,14.618,,S,0,U
664,1,1,"Taylor, Mr. John",male,28.607194141219725,0,0,361206,73.3725,,S,1,U
665,0,1,"Brown, Mr. Charles",male,36.63507738895891,0,2,65152,15.5911,,S,0,U
666,1,1,"Jones, Mr. Charles",male,19.91123519372925,2,0,230073,69.0947,,C,0,U
667,0,2,"Garcia, Mr. Edward",male,51.26205693803512,0,0,368635,18.5511,,S,0,U
668,1,1,"Johnson, Miss. Alice",female,36.8428009267367,0,0,233393,36.5158,C77,S,0,C
669,1,1,"Miller, Miss. Ruth",female,28.607194141219725,0,0,96569,82.0888,,S,1,U
670,1,2,"Williams, Mr. Robert",male,42.09941060627917,1,6,868899,9.3762,E16,S,0,E
671,1,1,"Thompson, Mr. Arthur",male,22.000760466158123,0,0,980080,139.6666,,S,0,U
672,1,3,"Taylor, Mrs. Anna",female,41.085744298610095,0,0,994131,16.4066,,S,0,U
673,1,1,"Moore, Mr. Joseph",male,44.11205606010564,0,0,691132,61.0198,,S,0,U
674,0,3,"Martin, Miss. Ruth",female,23.08142552620304,0,0,419579,14.5107,,S,0,U
675,1,2,"Thompson, Dr. Robert",male,6.961703403414603,1,0,693850,8.9491,,S,0,U
676,0,3,"Davis, Miss. Ethel",female,28.656972456307848,0,0,462220,4.9705,,C,0,U
677,1,1,"Wilson, Mr. George",male,46.30416859682727,1,0,132537,52.3073,B51,S,0,B
678,1,2,"Garcia, Mr. Joseph",male,28.77841581543876,0,0,63806,18.0807,,Q,0,U
679,0,3,"Thomas, Mr. William",male,41.947900320889616,1,0,927764,14.1296,E32,S,0,E
680,0,3,"Davis, Mr. James",male,24.828585751108417,0,1,610280,14.1613,,S,0,U
681,0,3,"Martin, Mr. Charles",male,31.357582474651892,0,0,294464,2.4498,B50,S,0,B
682,0,2,"Wilson, Mrs. Mary",female,31.221233353677064,0,1,351115,19.1927,,C,0,U
683,1,1,"Thompson, Mrs. Emma",female,48.81687831310864,1,1,793140,43.0972,,S,0,U
684,0,3,"Jackson, Mr. Arthur",male,35.030236121200566,1,0,183217,14.2717,,S,0,U
685,0,3,"White, Mr. Charles",male,13.085496468961765,0,0,204760,37.6047,,S,0,U
686,1,3,"Davis, Rev. Henry",male,28.607194141219725,1,0,320725,6.6108,,S,1,U
687,0,3,"Miller, Dr. George",male,34.402712614767665,0,0,890077,7.0548,,C,0,U
688,0,2,"Williams, Mr. Henry",male,55.7334099114629,0,0,555042,6.5356,,S,0,U
689,0,3,"Johnson, Dr. Henry",male,13.654520985622256,0,0,79837,4.5401,,S,0,U
690,1,1,"Wilson, Mr. Joseph",male,37.28774280825398,1,0,672567,74.5664,,S,0,U
691,0,2,"Miller, Mr. William",male,38.822082869990055,1,2,955424,33.5181,,S,0,U
692,1,2,"Taylor, Mr. John",male,3.7259377704416856,0,0,228811,18.0565,,S,0,U
693,0,3,"Jones, Mr. Joseph",male,35.747448201729526,0,0,920178,10.4115,,S,0,U
694,1,2,"Moore, Mrs. Alice",female,28.61396519987609,0,0,649068,32.0027,,S,0,U
695,0,1,"Davis, Mr. Charles",male,28.607194141219725,0,0,621369,57.7802,,Q,1,U
696,1,3,"Jackson, Miss. Rose",female,58.394148254682285,0,0,820448,13.1692,,S,0,U
697,0,2,"Garcia, Mr. Charles",male,28.607194141219725,0,0,332666,10.7843,,Q,1,U
698,1,3,"Jackson, Mr. Charles",male,28.607194141219725,0,1,527447,26.4811,,S,1,U
699,1,1,"Smith, Miss. Mary",female,36.017894211248745,0,1,917328,136.4255,,S,0,U
700,1,3,"Wilson, Ms. Margaret",female,28.607194141219725,0,0,981572,11.7761,D63,S,1,D
701,1,3,"White, Miss. Rose",female,28.74004347132009,0,0,122099,9.8045,,C,0,U
702,0,1,"Harris, Dr. Robert",male,20.13248960602824,0,0,685462,82.408,D95,S,0,D
703,1,2,"Jones, Mr. Joseph",male,61.17037861808818,1,0,900861,18.6162,,S,0,U
704,1,1,"Martin, Miss. Helen",female,24.4117055687776,0,0,798356,6.659,,S,0,U
705,1,1,"Garcia, Mr. Robert",male,13.897591155598572,0,0,95015,138.1334,,C,0,U
706,0,3,"Jackson, Mr. James",male,34.85290675192174,0,0,639275,11.1829,C52,S,0,C
707,0,2,"Jackson, Mr. George",male,50.41235385790055,0,0,588621,38.9834,,S,0,U
708,0,3,"Martin, Mr. Edward",male,9.053211842935976,0,0,749818,16.3745,,S,0,U
709,1,2,"Martinez, Miss. Ethel",female,18.763108968759298,0,2,187171,5.2109,B31,C,0,B
710,0,3,"Taylor, Mr. George",male,31.73701816007291,0,0,722706,2.747,,Q,0,U
711,0,3,"Smith, Dr. Joseph",male,12.15709964501368,2,4,660660,4.1684,,S,0,U
712,0,3,"Harris, Mr. William",male,35.313704264571214,0,0,740841,2.6476,B55,S,0,B
713,1,3,"Anderson, Mr. Joseph",male,45.62744946725376,0,0,977566,0.71662,,C,0,U
714,1,2,"Harris, Mr. Joseph",male,28.607194141219725,1,0,403522,22.5257,,C,1,U
715,0,2,"Wilson, Mr. John",male,28.607194141219725,0,0,360639,16.8391,,S,1,U
716,0,3,"Anderson, Mr. William",male,28.607194141219725,1,1,604055,18.9243,A29,Q,1,A
717,1,3,"Anderson, Miss. Mary",female,28.607194141219725,0,0,114332,12.6952,A17,S,1,A
718,0,3,"Smith, Mr. George",male,28.607194141219725,2,4,677567,11.0775,,S,1,U
719,0,1,"Wilson, Rev. Henry",male,28.607194141219725,0,0,835858,166.79919000000012,,C,1,U
720,1,3,"Garcia, Mrs. Emma",female,39.292619550624295,0,1,540624,14.7826,,S,0,U
721,1,3,"Wilson, Miss. Emma",female,6.11651897055318,1,1,384344,12.3559,,Q,0,U
722,0,1,"Martinez, Mr. John",male,28.607194141219725,0,0,740526,41.328,,S,1,U
723,1,1,"Martinez, Mr. Edward",male,28.22367000256928,0,0,289400,25.2043,B76,S,0,B
724,1,3,"Martinez, Mr. John",male,18.436221507628773,1,0,764805,19.164,,C,0,U
725,0,3,"Miller, Miss. Helen",female,28.607194141219725,0,0,190889,18.6856,D51,S,1,D
726,1,3,"Johnson, Miss. Alice",female,18.32071297489062,0,0,509920,25.5726,C12,S,0,C
727,1,1,"Martinez, Miss. Helen",female,22.613155397832607,0,2,305863,107.9456,,C,0,U
728,0,3,"Thompson, Mr. Arthur",male,6.170198108462568,0,0,838449,9.8552,,S,0,U
729,1,1,"Jackson, Mrs. Mary",female,17.61403147305606,1,3,55704,109.5505,A42,S,0,A
730,0,1,"Moore, Mr. William",male,27.27452672698804,4,1,826445,79.985,,C,0,U
731,1,1,"Williams, Mr. Edward",male,30.064415219359947,0,0,352135,127.2693,,S,0,U
732,1,3,"Smith, Mr. Edward",male,28.607194141219725,0,2,866690,23.6747,,Q,1,U
733,1,3,"Smith, Ms. Ruth",female,33.08222777765195,0,0,350492,11.6515,D87,S,0,D
734,0,3,"Martin, Mr. Henry",male,17.976621809110355,0,1,236884,27.0585,,S,0,U
735,1,2,"Thomas, Mrs. Ruth",female,28.607194141219725,2,0,177848,31.8835,B82,S,1,B
736,1,3,"Thomas, Mr. Robert",male,22.354445961660023,0,0,282204,13.1415,,Q,0,U
737,0,2,"White, Mr. James",male,38.35607053503968,0,0,481808,26.7074,,S,0,U
738,0,3,"Williams, Mr. Henry",male,26.74773708769363,1,0,934159,15.444,,S,0,U
739,1,2,"Taylor, Dr. Charles",male,30.409520715826257,1,0,753470,20.2199,A78,S,0,A
740,1,2,"Wilson, Miss. Emma",female,28.607194141219725,0,0,322067,39.1315,E26,S,1,E
741,0,3,"Jones, Mr. John",male,28.514326782029357,0,0,88563,17.1408,,S,0,U
742,0,2,"Harris, Miss. Ethel",female,18.986960307340816,0,2,669390,11.5903,,Q,0,U
743,1,3,"Thomas, Mrs. Anna",female,28.607194141219725,3,0,99779,4.7762,,C,1,U
744,1,3,"Garcia, Miss. Margaret",female,14.830616348903108,0,0,698649,5.1032,,S,0,U
745,0,1,"Brown, Mr. Robert",male,28.60042308256336,0,0,947243,108.4752,,S,0,U
746,0,3,"Martin, Mr. Joseph",male,28.607194141219725,0,1,109704,10.2679,,S,1,U
747,0,2,"Johnson, Mr. Arthur",male,19.35414520264077,0,2,271757,23.3329,,S,0,U
748,1,3,"Thompson, Miss. Alice",female,24.695993415291955,0,0,925589,20.4912,D82,C,0,D
749,1,3,"Smith, Mrs. Rose",female,28.607194141219725,2,0,120234,29.2297,,C,1,U
750,0,3,"White, Mr. Joseph",male,21.461389319793085,1,0,333831,10.4522,,C,0,U
751,1,1,"Jones, Mrs. Margaret",female,28.607194141219725,4,0,46491,13.5725,,S,1,U
752,1,3,"Brown, Mr. George",male,30.40307139233874,0,2,760909,27.3392,,S,0,U
753,0,3,"Williams, Mr. Robert",male,31.654967879627115,1,0,868547,1.3432,,S,0,U
754,0,2,"Williams, Mr. Arthur",male,20.561332155264825,1,2,914367,5.0357,,S,0,U
755,1,1,"Thompson, Mrs. Alice",female,9.142852947766844,0,0,355922,166.79919000000012,,S,0,U
756,0,3,"Jackson, Mr. George",male,27.02389920816005,0,3,932285,21.5299,,C,0,U
757,0,3,"Jackson, Miss. Alice",female,22.2156808039918,0,0,30448,16.8787,B19,C,0,B
758,0,3,"Moore, Miss. Anna",female,16.280563610375975,1,2,514393,12.6006,,Q,0,U
759,0,3,"Smith, Miss. Emma",female,28.607194141219725,0,2,323694,11.0864,,C,1,U
760,0,3,"Anderson, Mr. Robert",male,22.271187975116376,2,2,583582,7.7934,F22,S,0,F
761,1,1,"Jackson, Mr. Henry",male,53.584116444236585,0,0,293590,69.8478,,S,0,U
762,0,2,"Moore, Mr. Arthur",male,55.8145816880273,1,0,348723,19.5258,,S,0,U
763,1,2,"Harris, Mr. Charles",male,12.706073073272158,0,0,750749,6.2555,,S,0,U
764,0,3,"Thomas, Mr. Henry",male,14.289854669666038,1,0,911111,6.4382,,S,0,U
765,1,1,"Wilson, Lady. Mary",female,3.80648091868251,0,0,95615,21.5959,,S,0,U
766,0,3,"Smith, Mr. Arthur",male,18.5754694644802,2,0,27101,13.6234,B41,S,0,B
767,0,3,"Taylor, Mr. John",male,33.04383205961399,0,0,993682,13.6248,,S,0,U
768,0,3,"Miller, Dr. Edward",male,25.427271152802057,0,0,300160,27.2281,E58,S,0,E
769,0,2,"Harris, Mr. Henry",male,33.927452767773616,0,0,684292,23.7555,,S,0,U
770,0,3,"Jackson, Mr. John",male,44.225309303057536,0,0,447869,8.5517,,S,0,U
771,1,1,"Martin, Mr. Henry",male,28.607194141219725,0,0,624769,73.9822,,S,1,U
772,1,3,"Williams, Mrs. Ruth",female,28.607194141219725,0,0,587090,16.8946,,S,1,U
773,0,1,"Harris, Mr. John",male,19.798866199517523,1,0,803981,95.3806,,C,0,U
774,1,2,"Williams, Mrs. Alice",female,29.272878588912345,0,0,220005,25.7829,,S,0,U
775,1,3,"Thompson, Mrs. Anna",female,16.312836780004083,0,2,690722,16.0164,,S,0,U
776,1,1,"Harris, Mr. Charles",male,28.416875297592707,0,6,582130,71.3678,,S,0,U
777,1,1,"Miller, Mrs. Anna",female,38.5294385735826,0,4,56539,57.2103,,Q,0,U
778,0,3,"Garcia, Mr. Joseph",male,13.831876284555833,2,1,568005,8.2835,,S,0,U
779,0,3,"White, Miss. Margaret",female,28.607194141219725,0,0,982100,5.5978,C99,C,1,C
780,0,3,"Thomas, Mr. William",male,29.57436126857302,2,0,780569,4.343,,Q,0,U
781,0,3,"Anderson, Mrs. Emma",female,39.46747903698159,0,0,426232,27.7077,,C,0,U
782,1,3,"Thompson, Miss. Florence",female,28.607194141219725,0,0,196272,13.9977,,S,1,U
783,1,2,"Brown, Miss. Rose",female,16.851621536100126,1,0,483484,18.447,,S,0,U
784,1,2,"Martin, Mrs. Ruth",female,28.607194141219725,1,0,463503,15.0412,D6,S,1,D
785,1,1,"Thompson, Dr. James",male,32.69584328345676,0,0,125042,105.444,C40,S,0,C
786,0,3,"Smith, Mr. Charles",male,46.02663456033216,0,0,137922,22.6293,,S,0,U
787,0,3,"Jackson, Mr. George",male,16.833555942999396,1,1,102447,18.7861,,Q,0,U
788,0,2,"Martin, Mr. Charles",male,30.48474634262945,0,0,355546,29.2159,,C,0,U
789,0,3,"Wilson, Mrs. Florence",female,39.63080285169571,0,0,314751,8.3078,,S,0,U
790,0,3,"Jackson, Mr. James",male,7.139710261134788,0,0,168693,12.967,,S,0,U
791,1,1,"Williams, Mrs. Ruth",female,28.607194141219725,0,0,22823,55.3311,,Q,1,U
792,1,3,"Harris, Mr. Joseph",male,22.438556689617016,5,0,39986,13.8563,B89,S,0,B
793,1,3,"Davis, Mrs. Ruth",female,24.41993053536504,0,2,655970,23.1807,,S,0,U
794,0,3,"Davis, Rev. William",male,39.93698006817164,0,0,598613,16.5152,B48,S,0,B
795,1,1,"Davis, Miss. Ethel",female,30.44703254511474,1,0,520119,165.3357,A64,C,0,A
796,1,3,"Martin, Mrs. Rose",female,28.607194141219725,0,0,400069,10.6918,,S,1,U
797,1,3,"Miller, Mr. George",male,22.982554064731296,0,0,260476,6.5443,,C,0,U
798,0,3,"Davis, Mr. Robert",male,49.972301724542525,0,1,67771,17.097,,S,0,U
799,0,3,"Jones, Mrs. Ruth",female,20.2764968036562,0,0,64973,13.9509,,S,0,U
800,0,3,"White, Mr. Robert",male,41.76446778618788,0,0,680050,15.5816,,S,0,U
801,0,3,"Miller, Mr. James",male,28.607194141219725,0,2,835539,14.3858,E71,S,1,E
802,1,1,"Harris, Mr. Joseph",male,41.32762495538688,0,1,592176,59.7783,,S,0,U
803,0,3,"Jones, Dr. Henry",male,28.607194141219725,0,0,545244,14.5659,,S,1,U
804,0,3,"Martin, Dr. William",male,19.254836945255903,0,0,96839,20.787,E74,C,0,E
805,1,2,"Taylor, Mr. John",male,40.691768021872655,0,0,983731,30.7611,,S,0,U
806,0,3,"Brown, Mr. John",male,45.78323614623778,0,0,177605,9.0839,,C,0,U
807,0,3,"Moore, Mr. Henry",male,17.20006164884701,2,0,526754,14.848,,Q,0,U
808,1,3,"Miller, Mrs. Mary",female,28.607194141219725,0,1,983738,24.8169,D64,C,1,D
809,1,3,"Martin, Mr. Arthur",male,28.607194141219725,1,0,111131,9.2569,,Q,1,U
810,1,1,"Williams, Lady. Margaret",female,47.87607693257862,0,1,339738,51.5277,,S,0,U
811,0,3,"White, Mr. John",male,37.88389637235564,1,0,722261,19.3552,A39,S,0,A
812,0,3,"Moore, Mr. Arthur",male,11.462784381877588,2,0,545807,17.9517,,Q,0,U
813,1,1,"Martinez, Dr. George",male,28.698240917746983,0,0,696475,42.1512,,C,0,U
814,0,3,"Harris, Mr. Robert",male,26.55769741949392,0,2,993770,1.8043,,C,0,U
815,0,3,"Johnson, Mr. Joseph",male,13.57422621594498,0,1,11832,14.6924,,S,0,U
816,1,3,"Taylor, Dr. Joseph",male,28.53291316347381,0,0,968872,9.6512,,S,0,U
817,1,3,"White, Mr. Robert",male,25.93947584551079,0,0,491641,0.71662,,S,0,U
818,1,2,"Moore, Mr. William",male,24.93714466935977,1,0,648210,13.128,,C,0,U
819,1,1,"Martin, Mrs. Emma",female,26.0274611405334,0,2,115474,114.1305,,S,0,U
820,0,2,"Anderson, Mr. George",male,50.59950967688325,0,1,604003,18.4859,B67,S,0,B
821,0,3,"Jackson, Mr. John",male,24.908156374592785,0,0,868267,25.5288,,S,0,U
822,0,1,"Johnson, Ms. Rose",female,38.409950547614685,0,0,607654,20.3619,D77,S,0,D
823,0,2,"Garcia, Mr. John",male,29.177294028125797,1,0,47570,33.3799,,S,0,U
824,1,2,"Martinez, Mr. George",male,22.929764094857298,1,0,491193,16.561,,C,0,U
825,0,3,"Martin, Mrs. Rose",female,38.80455997392076,0,0,671975,9.0926,D13,C,0,D
826,1,3,"Thomas, Mr. Charles",male,30.914908345368687,0,0,999802,0.71662,D92,S,0,D
827,1,2,"Davis, Mrs. Rose",female,22.647619444977305,0,1,48311,24.6508,,S,0,U
828,1,2,"Harris, Mrs. Margaret",female,41.439469888112114,1,0,362389,1.7324,,Q,0,U
829,0,3,"Harris, Mr. Edward",male,27.114256898463022,0,3,637475,19.5432,,S,0,U
830,0,3,"Thomas, Mr. John",male,40.644506254898005,1,0,819866,0.8931,B52,C,0,B
831,0,1,"Thompson, Mr. George",male,28.607194141219725,1,0,96879,16.2147,,S,1,U
832,0,3,"Wilson, Rev. Charles",male,32.26494677641762,0,0,550027,3.4703,,S,0,U
833,0,1,"Harris, Dr. Robert",male,32.33851801016897,1,0,76202,48.2025,B53,S,0,B
834,1,1,"Martin, Mrs. Margaret",female,1.0601950797582944,0,0,108580,131.1038,,C,0,U
835,0,3,"Jackson, Dr. George",male,28.607194141219725,2,0,758779,25.0317,E43,S,1,E
836,0,2,"Williams, Mr. Charles",male,27.561891463510914,0,0,89599,13.8741,,S,0,U
837,1,3,"Martinez, Mrs. Alice",female,0.5,0,0,699009,12.6275,,S,0,U
838,0,2,"Jones, Miss. Florence",female,21.36091802437306,0,0,765724,24.8992,,S,0,U
839,0,3,"Miller, Mr. James",male,44.24760977830903,1,0,974949,10.3655,,S,0,U
840,0,3,"Martin, Mr. Henry",male,28.607194141219725,0,0,651058,16.6061,,S,1,U
841,0,1,"Brown, Mr. William",male,39.09110558072537,0,0,311614,83.796,A15,S,0,A
842,1,3,"Johnson, Mr. Henry",male,28.607194141219725,0,1,347109,10.9723,,S,1,U
843,0,1,"Brown, Dr. Charles",male,28.607194141219725,0,0,397476,13.0092,,S,1,U
844,0,3,"Harris, Mr. Robert",male,28.607194141219725,0,2,713981,14.1923,F54,S,1,F
845,1,1,"Martinez, Mrs. Helen",female,31.652523175146285,1,0,401825,131.9188,,S,0,U
846,0,2,"Harris, Mr. Charles",male,14.749100047803008,0,0,960430,12.2172,,S,0,U
847,0,1,"Moore, Mr. James",male,46.97022163970463,0,0,795339,14.4135,,S,0,U
848,1,3,"Garcia, Mr. Robert",male,23.09597201944192,0,1,648588,10.4436,,S,0,U
849,1,3,"Anderson, Mr. Arthur",male,44.76802696895241,0,1,310141,25.0782,,S,0,U
850,0,3,"Brown, Mrs. Anna",female,61.17037861808818,0,0,201012,22.6956,C29,S,0,C
851,1,1,"Jackson, Lady. Rose",female,36.14573239994664,0,0,706084,54.9769,,S,0,U
852,0,3,"Davis, Mrs. Rose",female,19.306227723491915,0,0,894237,16.6441,,S,0,U
853,0,1,"Williams, Mr. William",male,21.765839002171496,0,0,172776,114.6773,,S,0,U
854,0,3,"Johnson, Mr. Arthur",male,49.85534296068806,4,0,394346,24.9227,,C,0,U
